item_id,tag,spec,app_name,genre
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Casual,Single-player,Lost Summoner Kitty,Action
761140.0,Casual,Single-player,Lost Summoner Kitty,Casual
761140.0,Casual,Single-player,Lost Summoner Kitty,Indie
761140.0,Casual,Single-player,Lost Summoner Kitty,Simulation
761140.0,Casual,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Simulation,Single-player,Lost Summoner Kitty,Action
761140.0,Simulation,Single-player,Lost Summoner Kitty,Casual
761140.0,Simulation,Single-player,Lost Summoner Kitty,Indie
761140.0,Simulation,Single-player,Lost Summoner Kitty,Simulation
761140.0,Simulation,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Strategy,Single-player,Lost Summoner Kitty,Action
761140.0,Strategy,Single-player,Lost Summoner Kitty,Casual
761140.0,Strategy,Single-player,Lost Summoner Kitty,Indie
761140.0,Strategy,Single-player,Lost Summoner Kitty,Simulation
761140.0,Strategy,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Action,Single-player,Lost Summoner Kitty,Action
761140.0,Action,Single-player,Lost Summoner Kitty,Casual
761140.0,Action,Single-player,Lost Summoner Kitty,Indie
761140.0,Action,Single-player,Lost Summoner Kitty,Simulation
761140.0,Action,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
761140.0,Indie,Single-player,Lost Summoner Kitty,Action
761140.0,Indie,Single-player,Lost Summoner Kitty,Casual
761140.0,Indie,Single-player,Lost Summoner Kitty,Indie
761140.0,Indie,Single-player,Lost Summoner Kitty,Simulation
761140.0,Indie,Single-player,Lost Summoner Kitty,Strategy
